id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,product_type,item_group_id,size,mpn,gtin
699ad58b2c4b00b34046eafa_M,Regal Weave Panjabi (Sterling Grey) - M,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-sterling-grey,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02791-1-3a51.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02790-df28.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02786-9ff0.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad58b2c4b00b34046eafa,M,CG1245,VC54791309001885
699ad58b2c4b00b34046eafa_L,Regal Weave Panjabi (Sterling Grey) - L,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-sterling-grey,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02791-1-3a51.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02790-df28.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02786-9ff0.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad58b2c4b00b34046eafa,L,CG1245,VC54804370002428
699ad58b2c4b00b34046eafa_XL,Regal Weave Panjabi (Sterling Grey) - XL,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-sterling-grey,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02791-1-3a51.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02790-df28.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02786-9ff0.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad58b2c4b00b34046eafa,XL,CG1245,VC54810326003671
699accd62c4b00b34046e02d_S,Regal Weave Panjabi (Vintage Wine) - S,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-vintage-wine,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02793-089c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02802-f1f0.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02800-5b41.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699accd62c4b00b34046e02d,S,CG1245,VC52586952000544
699accd62c4b00b34046e02d_M,Regal Weave Panjabi (Vintage Wine) - M,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-vintage-wine,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02793-089c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02802-f1f0.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02800-5b41.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699accd62c4b00b34046e02d,M,CG1245,VC52586952001984
699accd62c4b00b34046e02d_L,Regal Weave Panjabi (Vintage Wine) - L,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-vintage-wine,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02793-089c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02802-f1f0.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02800-5b41.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699accd62c4b00b34046e02d,L,CG1245,VC52592095002573
699accd62c4b00b34046e02d_XL,Regal Weave Panjabi (Vintage Wine) - XL,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-vintage-wine,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02793-089c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02802-f1f0.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02800-5b41.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699accd62c4b00b34046e02d,XL,CG1245,VC52604887003859
699ad1dd2c4b00b34046e66a_S,Regal Weave Panjabi (Light Coffee) - S,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-light-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02767-a525.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02775-3c73.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02773-1570.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad1dd2c4b00b34046e66a,S,CG1245,VC53654505000889
699ad1dd2c4b00b34046e66a_M,Regal Weave Panjabi (Light Coffee) - M,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-light-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02767-a525.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02775-3c73.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02773-1570.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad1dd2c4b00b34046e66a,M,CG1245,VC53663095001400
699ad1dd2c4b00b34046e66a_L,Regal Weave Panjabi (Light Coffee) - L,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-light-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02767-a525.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02775-3c73.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02773-1570.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad1dd2c4b00b34046e66a,L,CG1245,VC53667521002889
699ad1dd2c4b00b34046e66a_XL,Regal Weave Panjabi (Light Coffee) - XL,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product-details/regal-weave-panjabi-light-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02767-a525.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02775-3c73.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02773-1570.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > FormLine Panjabi,699ad1dd2c4b00b34046e66a,XL,CG1245,VC53674392003571
699a9a2d2c4b00b34046ccb3_S,Urban Flow Panjabi (Velvet Coffee) - S,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-velvet-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02726-1-ee2c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02730-76dc.webp?resolution=1200_1919 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02729-898c.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9a2d2c4b00b34046ccb3,S,CG1246,VC37755038000824
699a9a2d2c4b00b34046ccb3_M,Urban Flow Panjabi (Velvet Coffee) - M,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-velvet-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02726-1-ee2c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02730-76dc.webp?resolution=1200_1919 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02729-898c.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9a2d2c4b00b34046ccb3,M,CG1246,VC37760701001905
699a9a2d2c4b00b34046ccb3_L,Urban Flow Panjabi (Velvet Coffee) - L,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-velvet-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02726-1-ee2c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02730-76dc.webp?resolution=1200_1919 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02729-898c.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9a2d2c4b00b34046ccb3,L,CG1246,VC37766512002922
699a9a2d2c4b00b34046ccb3_XL,Urban Flow Panjabi (Velvet Coffee) - XL,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-velvet-coffee,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02726-1-ee2c.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02730-76dc.webp?resolution=1200_1919 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02729-898c.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9a2d2c4b00b34046ccb3,XL,CG1246,VC37773502003573
699a9b542c4b00b34046cd02_S,Urban Flow Panjabi (Classic Ecru) - S,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-classic-ecru,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02735-ca23.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02735-ca23.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9b542c4b00b34046cd02,S,CG1246,VC39887454000442
699a9b542c4b00b34046cd02_M,Urban Flow Panjabi (Classic Ecru) - M,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-classic-ecru,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02732-66af.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02735-ca23.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9b542c4b00b34046cd02,M,CG1246,VC39893284001960
699a9b542c4b00b34046cd02_L,Urban Flow Panjabi (Classic Ecru) - L,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-classic-ecru,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02732-66af.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02735-ca23.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9b542c4b00b34046cd02,L,CG1246,VC39898373002684
699a9b542c4b00b34046cd02_XL,Urban Flow Panjabi (Classic Ecru) - XL,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-classic-ecru,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02732-66af.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02735-ca23.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699a9b542c4b00b34046cd02,XL,CG1246,VC39905437003690
699aa0be2c4b00b34046ce40_S,Urban Flow Panjabi (Z-Black) - S,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-z-black,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02717-1-6059.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02721-eb31.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02719-e8b10.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699aa0be2c4b00b34046ce40,S,CG1246,VC41260228000944
699aa0be2c4b00b34046ce40_M,Urban Flow Panjabi (Z-Black) - M,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-z-black,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02717-1-6059.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02721-eb31.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02719-e8b10.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699aa0be2c4b00b34046ce40,M,CG1246,VC41265317001564
699aa0be2c4b00b34046ce40_L,Urban Flow Panjabi (Z-Black) - L,"Fit Type: Slim Fit A modern Panjabi designed for effortless style and comfort, the ClothiGo EdgeLine Panjabi combines a refined look with a lightweight, wrinkle-free feel. Crafted for a posh appearance with everyday ease, it delivers a clean silhouette perfect for festive and contemporary wear. Key Features: Side pockets on both sides for practical everyday use Lightweight structure with a smooth, premium draper Wrinkle-free fabric for easy maintenance Comfortable feel with a refined, modern look Designed for a smart, posh Panjabi style Supplied with over 50% recycled polybag packaging Fabric: Urban Tech Linen (Wrinkle-Free) 100% Polyester Textured Filament GSM: 160",in stock,new,2260 BDT,https://www.clothigo.com/product-details/urban-flow-panjabi-z-black,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02717-1-6059.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02721-eb31.webp?resolution=1200_1500 | https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02719-e8b10.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,Panjabi > EdgeLine Panjabi,699aa0be2c4b00b34046ce40,L,CG1246,VC41273190002171
